crop_name_ml,crop_name_en,cultivation_zones,soil_types,fertilizers,seasons,pest_control_methods
മാങ്ങ,Sesame,"കാസർഗോഡ്, കോഴിക്കോട്, പത്തനംതിട്ട","എക്കൽ മണ്ണ്, കളിമണ്ണ്",കമ്പോസ്റ്റ്,തുലാവർഷം,സമഗ്ര കീട പരിപാലനം
കരിമ്പ്,Garlic,"തിരുവനന്തപുരം, കോട്ടയം, കാസർഗോഡ്",എക്കൽ മണ്ണ്,"ജൈവവളം, കമ്പോസ്റ്റ്",കാർഷിക സീസൺ,"പ്രകൃതി വഴിയുള്ള നിയന്ത്രണം, സമഗ്ര കീട പരിപാലനം"
പച്ചമുളക്,Grampu,കാസർഗോഡ്,"എക്കൽ മണ്ണ്, മണൽ മണ്ണ്","പച്ചിലവളം, രാസവളം",മഴക്കാലം,ജൈവ കീട നിയന്ത്രണം
ഫിംഗർ മില്ലറ്റ്,Garlic,"കൊല്ലം, മലപ്പുറം","മണൽ മണ്ണ്, ചെങ്കൽ മണ്ണ്",കമ്പോസ്റ്റ്,"കാർഷിക സീസൺ, മഴക്കാലം","ജൈവ കീട നിയന്ത്രണം, സമഗ്ര കീട പരിപാലനം"
മാങ്ങ,Grampu,"തിരുവനന്തപുരം, പാലക്കാട്","മണൽ മണ്ണ്, കളിമണ്ണ്",രാസവളം,കാർഷിക സീസൺ,രാസ മരുന്ന്
കശുവണ്ടി,Mango,ഇടുക്കി,കളിമണ്ണ്,കമ്പോസ്റ്റ്,"തുലാവർഷം, കാർഷിക സീസൺ","സമഗ്ര കീട പരിപാലനം, പ്രകൃതി വഴിയുള്ള നിയന്ത്രണം"
മുരിങ്ങ,Coffee,തിരുവനന്തപുരം,ചെങ്കൽ മണ്ണ്,"രാസവളം, ജൈവവളം","തുലാവർഷം, കാർഷിക സീസൺ",ജൈവ കീട നിയന്ത്രണം
ഉരുളക്കിഴങ്ങ്,Tobacco,"പത്തനംതിട്ട, കോട്ടയം, എറണാകുളം",എക്കൽ മണ്ണ്,"രാസവളം, കമ്പോസ്റ്റ്","തുലാവർഷം, കാർഷിക സീസൺ","രാസ മരുന്ന്, സമഗ്ര കീട പരിപാലനം"
ചായ,Turmeric,"കൊല്ലം, കണ്ണൂർ, കോഴിക്കോട്",കളിമണ്ണ്,"കമ്പോസ്റ്റ്, ജൈവവളം","വേനൽക്കാലം, കാർഷിക സീസൺ","ജൈവ കീട നിയന്ത്രണം, സമഗ്ര കീട പരിപാലനം"
ഫിംഗർ മില്ലറ്റ്,Cashew,എറണാകുളം,എക്കൽ മണ്ണ്,ജൈവവളം,"വേനൽക്കാലം, മഴക്കാലം",പ്രകൃതി വഴിയുള്ള നിയന്ത്രണം
മധുരക്കിഴങ്ങ്,Cashew,"പാലക്കാട്, തിരുവനന്തപുരം, മലപ്പുറം",കളിമണ്ണ്,"ജൈവവളം, രാസവളം","മഴക്കാലം, തുലാവർഷം","പ്രകൃതി വഴിയുള്ള നിയന്ത്രണം, സമഗ്ര കീട പരിപാലനം"
കരിമ്പ്,Pigeon Pea,"പത്തനംതിട്ട, കോട്ടയം",മണൽ മണ്ണ്,"രാസവളം, കമ്പോസ്റ്റ്","വേനൽക്കാലം, കാർഷിക സീസൺ","രാസ മരുന്ന്, ജൈവ കീട നിയന്ത്രണം"
പുകയില,Black Pepper,"ഇടുക്കി, മലപ്പുറം, വയനാട്","ചെങ്കൽ മണ്ണ്, കളിമണ്ണ്",രാസവളം,"കാർഷിക സീസൺ, തുലാവർഷം",സമഗ്ര കീട പരിപാലനം
പരുത്തി,Pigeon Pea,"തൃശ്ശൂർ, കോഴിക്കോട്, തിരുവനന്തപുരം",എക്കൽ മണ്ണ്,പച്ചിലവളം,തുലാവർഷം,പ്രകൃതി വഴിയുള്ള നിയന്ത്രണം
കശുവണ്ടി,Potato,"കോഴിക്കോട്, പത്തനംതിട്ട, തിരുവനന്തപുരം",ചെങ്കൽ മണ്ണ്,"കമ്പോസ്റ്റ്, ജൈവവളം",മഴക്കാലം,രാസ മരുന്ന്
വെറ്റില,Coconut,കൊല്ലം,കളിമണ്ണ്,ജൈവവളം,കാർഷിക സീസൺ,"സമഗ്ര കീട പരിപാലനം, പ്രകൃതി വഴിയുള്ള നിയന്ത്രണം"
പുകയില,Sugarcane,"വയനാട്, കോഴിക്കോട്","ചെങ്കൽ മണ്ണ്, കളിമണ്ണ്",കമ്പോസ്റ്റ്,കാർഷിക സീസൺ,രാസ മരുന്ന്
മാങ്ങ,Papaya,"എറണാകുളം, കണ്ണൂർ",എക്കൽ മണ്ണ്,രാസവളം,കാർഷിക സീസൺ,"രാസ മരുന്ന്, സമഗ്ര കീട പരിപാലനം"
നിലക്കടല,Ginger,"പാലക്കാട്, എറണാകുളം","എക്കൽ മണ്ണ്, മണൽ മണ്ണ്",പച്ചിലവളം,"മഴക്കാലം, കാർഷിക സീസൺ","പ്രകൃതി വഴിയുള്ള നിയന്ത്രണം, ജൈവ കീട നിയന്ത്രണം"
മാങ്ങ,Corn,"എറണാകുളം, കണ്ണൂർ","ചെങ്കൽ മണ്ണ്, എക്കൽ മണ്ണ്",രാസവളം,"മഴക്കാലം, തുലാവർഷം",പ്രകൃതി വഴിയുള്ള നിയന്ത്രണം
ജാതിക്ക വെളുത്തുള്ളി,Coconut,കോട്ടയം,കളിമണ്ണ്,"കമ്പോസ്റ്റ്, ജൈവവളം","തുലാവർഷം, വേനൽക്കാലം",രാസ മരുന്ന്
ഉരുളക്കിഴങ്ങ്,Corn,കോട്ടയം,എക്കൽ മണ്ണ്,രാസവളം,"കാർഷിക സീസൺ, വേനൽക്കാലം",പ്രകൃതി വഴിയുള്ള നിയന്ത്രണം
ഏലം,Wheat,മലപ്പുറം,ചെങ്കൽ മണ്ണ്,"കമ്പോസ്റ്റ്, പച്ചിലവളം","കാർഷിക സീസൺ, മഴക്കാലം",സമഗ്ര കീട പരിപാലനം
തേങ്ങ,Cardamom,"പാലക്കാട്, കണ്ണൂർ, തിരുവനന്തപുരം","കളിമണ്ണ്, എക്കൽ മണ്ണ്","ജൈവവളം, പച്ചിലവളം",മഴക്കാലം,"ജൈവ കീട നിയന്ത്രണം, സമഗ്ര കീട പരിപാലനം"
മാങ്ങ,Small Millet,"പാലക്കാട്, ഇടുക്കി, കൊല്ലം","എക്കൽ മണ്ണ്, കളിമണ്ണ്",ജൈവവളം,"മഴക്കാലം, തുലാവർഷം","സമഗ്ര കീട പരിപാലനം, പ്രകൃതി വഴിയുള്ള നിയന്ത്രണം"
കരിമ്പ്,Cocoa,"ഇടുക്കി, കാസർഗോഡ്, കോട്ടയം",കളിമണ്ണ്,"ജൈവവളം, പച്ചിലവളം","തുലാവർഷം, വേനൽക്കാലം","സമഗ്ര കീട പരിപാലനം, പ്രകൃതി വഴിയുള്ള നിയന്ത്രണം"
ഇഞ്ചി,Chili,പത്തനംതിട്ട,"ചെങ്കൽ മണ്ണ്, കളിമണ്ണ്",ജൈവവളം,കാർഷിക സീസൺ,"സമഗ്ര കീട പരിപാലനം, പ്രകൃതി വഴിയുള്ള നിയന്ത്രണം"
ഗോതമ്പ്,Sorghum,പാലക്കാട്,"എക്കൽ മണ്ണ്, ചെങ്കൽ മണ്ണ്",ജൈവവളം,"തുലാവർഷം, വേനൽക്കാലം","പ്രകൃതി വഴിയുള്ള നിയന്ത്രണം, ജൈവ കീട നിയന്ത്രണം"
മഞ്ഞൾ,Plantain,പത്തനംതിട്ട,"ചെങ്കൽ മണ്ണ്, മണൽ മണ്ണ്",രാസവളം,കാർഷിക സീസൺ,"സമഗ്ര കീട പരിപാലനം, പ്രകൃതി വഴിയുള്ള നിയന്ത്രണം"
പുകയില,Pigeon Pea,പാലക്കാട്,"കളിമണ്ണ്, ചെങ്കൽ മണ്ണ്",രാസവളം,തുലാവർഷം,"ജൈവ കീട നിയന്ത്രണം, രാസ മരുന്ന്"
ചെറുകിട (തിനാ / ചാമ),Corn,കോട്ടയം,എക്കൽ മണ്ണ്,രാസവളം,കാർഷിക സീസൺ,"രാസ മരുന്ന്, ജൈവ കീട നിയന്ത്രണം"
പച്ചമുളക്,Betel Leaf,"കൊല്ലം, കോഴിക്കോട്, വയനാട്","കളിമണ്ണ്, മണൽ മണ്ണ്","പച്ചിലവളം, ജൈവവളം",വേനൽക്കാലം,"പ്രകൃതി വഴിയുള്ള നിയന്ത്രണം, രാസ മരുന്ന്"
ഇഞ്ചി,Grampu,"വയനാട്, കണ്ണൂർ",കളിമണ്ണ്,കമ്പോസ്റ്റ്,"മഴക്കാലം, തുലാവർഷം",പ്രകൃതി വഴിയുള്ള നിയന്ത്രണം
ഏലം,Wheat,"തിരുവനന്തപുരം, മലപ്പുറം, ഇടുക്കി","ചെങ്കൽ മണ്ണ്, മണൽ മണ്ണ്",കമ്പോസ്റ്റ്,"മഴക്കാലം, കാർഷിക സീസൺ",ജൈവ കീട നിയന്ത്രണം
ഗ്രാമ്പൂ,Drumstick,"വയനാട്, കോട്ടയം, കോഴിക്കോട്",മണൽ മണ്ണ്,പച്ചിലവളം,"തുലാവർഷം, മഴക്കാലം","ജൈവ കീട നിയന്ത്രണം, സമഗ്ര കീട പരിപാലനം"
ടർ / ചുവന്ന പയർ,Pigeon Pea,"പത്തനംതിട്ട, കാസർഗോഡ്","കളിമണ്ണ്, എക്കൽ മണ്ണ്","കമ്പോസ്റ്റ്, പച്ചിലവളം",കാർഷിക സീസൺ,സമഗ്ര കീട പരിപാലനം
മധുരക്കിഴങ്ങ്,Sesame,"കോട്ടയം, കണ്ണൂർ, കൊല്ലം",മണൽ മണ്ണ്,രാസവളം,വേനൽക്കാലം,രാസ മരുന്ന്
കരിമ്പ്,Pigeon Pea,"കൊല്ലം, വയനാട്, പാലക്കാട്","മണൽ മണ്ണ്, എക്കൽ മണ്ണ്",കമ്പോസ്റ്റ്,"മഴക്കാലം, വേനൽക്കാലം",പ്രകൃതി വഴിയുള്ള നിയന്ത്രണം
തേങ്ങ,Black Pepper,"കോഴിക്കോട്, ഇടുക്കി","എക്കൽ മണ്ണ്, ചെങ്കൽ മണ്ണ്",കമ്പോസ്റ്റ്,കാർഷിക സീസൺ,രാസ മരുന്ന്
മഞ്ഞൾ,Tobacco,കാസർഗോഡ്,മണൽ മണ്ണ്,കമ്പോസ്റ്റ്,"തുലാവർഷം, കാർഷിക സീസൺ","പ്രകൃതി വഴിയുള്ള നിയന്ത്രണം, രാസ മരുന്ന്"
ചെറുകിട (തിനാ / ചാമ),Groundnut,"തിരുവനന്തപുരം, പാലക്കാട്","എക്കൽ മണ്ണ്, മണൽ മണ്ണ്",ജൈവവളം,"കാർഷിക സീസൺ, തുലാവർഷം",രാസ മരുന്ന്
മഞ്ഞൾ,Grampu,പാലക്കാട്,"ചെങ്കൽ മണ്ണ്, മണൽ മണ്ണ്",ജൈവവളം,വേനൽക്കാലം,"പ്രകൃതി വഴിയുള്ള നിയന്ത്രണം, ജൈവ കീട നിയന്ത്രണം"
വാഴപ്പഴം,Black Pepper,"പാലക്കാട്, കാസർഗോഡ്","എക്കൽ മണ്ണ്, മണൽ മണ്ണ്","രാസവളം, ജൈവവളം",തുലാവർഷം,"ജൈവ കീട നിയന്ത്രണം, സമഗ്ര കീട പരിപാലനം"
ഗോതമ്പ്,Mango,"തൃശ്ശൂർ, പാലക്കാട്, വയനാട്",മണൽ മണ്ണ്,"രാസവളം, കമ്പോസ്റ്റ്",തുലാവർഷം,ജൈവ കീട നിയന്ത്രണം
കരിമ്പ്,Turmeric,"ഇടുക്കി, എറണാകുളം, കൊല്ലം",മണൽ മണ്ണ്,"രാസവളം, കമ്പോസ്റ്റ്",കാർഷിക സീസൺ,പ്രകൃതി വഴിയുള്ള നിയന്ത്രണം
പച്ചമുളക്,Arrowroot,"കോഴിക്കോട്, എറണാകുളം, പത്തനംതിട്ട","മണൽ മണ്ണ്, കളിമണ്ണ്",ജൈവവളം,മഴക്കാലം,രാസ മരുന്ന്
കുരുമുളക്,Black Pepper,തിരുവനന്തപുരം,എക്കൽ മണ്ണ്,"കമ്പോസ്റ്റ്, ജൈവവളം",കാർഷിക സീസൺ,ജൈവ കീട നിയന്ത്രണം
കരിമ്പ്,Drumstick,"തൃശ്ശൂർ, മലപ്പുറം, ഇടുക്കി","മണൽ മണ്ണ്, എക്കൽ മണ്ണ്",ജൈവവളം,വേനൽക്കാലം,"പ്രകൃതി വഴിയുള്ള നിയന്ത്രണം, ജൈവ കീട നിയന്ത്രണം"
പുകയില,Groundnut,"പത്തനംതിട്ട, വയനാട്",ചെങ്കൽ മണ്ണ്,രാസവളം,തുലാവർഷം,"പ്രകൃതി വഴിയുള്ള നിയന്ത്രണം, ജൈവ കീട നിയന്ത്രണം"
ഉരുളക്കിഴങ്ങ്,Chili,"തൃശ്ശൂർ, വയനാട്","കളിമണ്ണ്, എക്കൽ മണ്ണ്","രാസവളം, പച്ചിലവളം",തുലാവർഷം,ജൈവ കീട നിയന്ത്രണം
മാങ്ങ,Ginger,"കണ്ണൂർ, വയനാട്","മണൽ മണ്ണ്, എക്കൽ മണ്ണ്",രാസവളം,"മഴക്കാലം, തുലാവർഷം",സമഗ്ര കീട പരിപാലനം
ചോളം,Pigeon Pea,"പത്തനംതിട്ട, തൃശ്ശൂർ, കണ്ണൂർ",മണൽ മണ്ണ്,കമ്പോസ്റ്റ്,മഴക്കാലം,"രാസ മരുന്ന്, സമഗ്ര കീട പരിപാലനം"
ചോളം,Cardamom,പത്തനംതിട്ട,എക്കൽ മണ്ണ്,"കമ്പോസ്റ്റ്, പച്ചിലവളം",കാർഷിക സീസൺ,"രാസ മരുന്ന്, പ്രകൃതി വഴിയുള്ള നിയന്ത്രണം"
നിലക്കടല,Coffee,"എറണാകുളം, വയനാട്","മണൽ മണ്ണ്, എക്കൽ മണ്ണ്","രാസവളം, കമ്പോസ്റ്റ്","മഴക്കാലം, കാർഷിക സീസൺ","പ്രകൃതി വഴിയുള്ള നിയന്ത്രണം, ജൈവ കീട നിയന്ത്രണം"
ടർ / ചുവന്ന പയർ,Rice,"വയനാട്, തിരുവനന്തപുരം","എക്കൽ മണ്ണ്, ചെങ്കൽ മണ്ണ്","കമ്പോസ്റ്റ്, ജൈവവളം",മഴക്കാലം,"രാസ മരുന്ന്, സമഗ്ര കീട പരിപാലനം"
ജാതിക്ക വെളുത്തുള്ളി,Betel Leaf,"തിരുവനന്തപുരം, പത്തനംതിട്ട","എക്കൽ മണ്ണ്, മണൽ മണ്ണ്",രാസവളം,"കാർഷിക സീസൺ, മഴക്കാലം","പ്രകൃതി വഴിയുള്ള നിയന്ത്രണം, ജൈവ കീട നിയന്ത്രണം"
ഏലം,Drumstick,"പത്തനംതിട്ട, കൊല്ലം, കോഴിക്കോട്","എക്കൽ മണ്ണ്, കളിമണ്ണ്",ജൈവവളം,"കാർഷിക സീസൺ, വേനൽക്കാലം","സമഗ്ര കീട പരിപാലനം, രാസ മരുന്ന്"
ചോളം,Sweet Potato,പത്തനംതിട്ട,"ചെങ്കൽ മണ്ണ്, കളിമണ്ണ്",കമ്പോസ്റ്റ്,തുലാവർഷം,"സമഗ്ര കീട പരിപാലനം, പ്രകൃതി വഴിയുള്ള നിയന്ത്രണം"
കൊക്കോ,Chili,"തൃശ്ശൂർ, പാലക്കാട്","കളിമണ്ണ്, ചെങ്കൽ മണ്ണ്","ജൈവവളം, പച്ചിലവളം","കാർഷിക സീസൺ, മഴക്കാലം",സമഗ്ര കീട പരിപാലനം
ചായ,Sweet Potato,കാസർഗോഡ്,"മണൽ മണ്ണ്, ചെങ്കൽ മണ്ണ്",രാസവളം,"തുലാവർഷം, മഴക്കാലം","സമഗ്ര കീട പരിപാലനം, രാസ മരുന്ന്"
പൈനാപ്പിൾ,Cardamom,"വയനാട്, പാലക്കാട്, ഇടുക്കി","മണൽ മണ്ണ്, ചെങ്കൽ മണ്ണ്",കമ്പോസ്റ്റ്,"മഴക്കാലം, തുലാവർഷം","പ്രകൃതി വഴിയുള്ള നിയന്ത്രണം, സമഗ്ര കീട പരിപാലനം"
കാപ്പി,Corn,"തൃശ്ശൂർ, മലപ്പുറം, എറണാകുളം","മണൽ മണ്ണ്, എക്കൽ മണ്ണ്",ജൈവവളം,"കാർഷിക സീസൺ, വേനൽക്കാലം",ജൈവ കീട നിയന്ത്രണം
എള്ള്,Mango,"മലപ്പുറം, വയനാട്, പത്തനംതിട്ട",കളിമണ്ണ്,ജൈവവളം,കാർഷിക സീസൺ,ജൈവ കീട നിയന്ത്രണം
ടർ / ചുവന്ന പയർ,Corn,"തൃശ്ശൂർ, കൊല്ലം, തിരുവനന്തപുരം",മണൽ മണ്ണ്,"പച്ചിലവളം, ജൈവവളം","മഴക്കാലം, വേനൽക്കാലം","ജൈവ കീട നിയന്ത്രണം, പ്രകൃതി വഴിയുള്ള നിയന്ത്രണം"
മഞ്ഞൾ,Cotton,"തൃശ്ശൂർ, പത്തനംതിട്ട",ചെങ്കൽ മണ്ണ്,രാസവളം,കാർഷിക സീസൺ,സമഗ്ര കീട പരിപാലനം
പൈനാപ്പിൾ,Cashew,"തൃശ്ശൂർ, കോഴിക്കോട്, കണ്ണൂർ",കളിമണ്ണ്,ജൈവവളം,"തുലാവർഷം, വേനൽക്കാലം","പ്രകൃതി വഴിയുള്ള നിയന്ത്രണം, രാസ മരുന്ന്"
ചോളം,Sorghum,"കൊല്ലം, പാലക്കാട്",മണൽ മണ്ണ്,"പച്ചിലവളം, രാസവളം","കാർഷിക സീസൺ, മഴക്കാലം",ജൈവ കീട നിയന്ത്രണം
പരുത്തി,Sugarcane,കോട്ടയം,"ചെങ്കൽ മണ്ണ്, കളിമണ്ണ്","രാസവളം, ജൈവവളം",കാർഷിക സീസൺ,രാസ മരുന്ന്
